identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,avantages_dateFin,avantages_categorie,images_0,images_1,images_2,pictogrammes_libelleCategorie,nro_paginas,page,images_3,images_4,images_5,pictogrammes_0
51277,7613287494344,340.0,Felix,Comida Húmida Gato Sensations Carne,Embalagem de 4 x 85 g,2.24,6.59,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84227278535116B0EB40F4E809CFE39C.jpg,,,,17,10,,,,
51383,8434165608023,150.0,Cuétara,Cuet marinheiros chia-quinoa-lin *9,Embalagem de 150g,1.49,9.93,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C8205D363D4015627AE56BB6ED62258.jpg,,,,17,10,,,,
51390,8410104913885,,Finish,Detergente Máquina Loiça Ultimate Plus Regular,39 pastilhas,10.99,10.99,0,,€/Unidade,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C9FC06C979C9CC0E9AF87AF0FD0E2D62.jpg,,,,17,10,,,,
51391,8410104913977,,Finish,Detergente Máquina Loiça Ultimate Plus Regular,51 pastilhas,12.99,12.99,0,,€/Unidade,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7EC4096B0B17737E5C96D8FEFD162FA8.jpg,,,,17,10,,,,
51413,3600523975440,500.0,Elvive,Recarga Champô Dream Long Reconstrutor,Ecopack 500 ml,4.19,8.38,500,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/421ABF0547132F5E3928A09F03561AF5.jpg,,,,17,10,,,,
51505,8006540347058,200.0,Pantene,Espuma Volume Perfeito,Embalagem de 200 ml,3.99,19.95,200,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8105F066A2EF8F54877704981FE9A80.jpg,,,,17,10,,,,
51506,8006540349205,200.0,Pantene,Espuma Ondas Perfeitas,Embalagem de 200 ml,3.99,19.95,200,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B13BB13473B2D8222DEDE684BD6CF559.jpg,,,,17,10,,,,
51853,8720182470133,447.0,Calvé,Maionese Magra,Embalagem de 447g,2.39,5.35,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F238D4F3C63052657005AE85F2676D79.jpg,,,,17,10,,,,
51863,5900852060816,85.0,Blédina,Blédina fruta pouch pêra cenoura beterraba e ameixa,Embalagem de 85g,0.78,9.18,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D78EFB5F00FC3563F02CA6EDC07F79FA.jpg,,,,17,10,,,,
51890,4005900966292,50.0,Nivea,"Creme de Noite Cellular Filler Extra Firmeza , 50 ml",,14.29,285.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/313D31B3E9E12C7AF9F20655051CA454.jpg,,,,17,10,,,,
51948,8719200253056,200.0,Planta,"Planteiga sem Sal Vegan, 200g",,1.49,7.45,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B07C8375772AE175A841170A028D654.jpg,,,Produtos Bio,17,10,,,,
52237,8412896180063,,Mondo,Balde de Praia com Gelados,,4.99,4.99,0,,€/Unidade,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D22DC39D0F84D0DB6C8C786178AAEF48.jpg,,,,17,10,,,,
52280,5604260330232,750.0,PorSi,Sumo fresco de maçã,garrafa de 0.75 litros,1.39,1.85,750,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/25D6F32CE68A4007959329892647A49E.jpg,,,1000 Artigos,17,10,,,,
52283,5604260330423,750.0,PorSi,Sumo fresco de maçã e manga,garrafa de 0.75 litros,1.79,2.39,750,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08735F90A6AD9833C96DA90F7F415064.jpg,,,1000 Artigos,17,10,,,,
52284,5604260330218,750.0,PorSi,"Sumo fresco de laranja, garrafa de 0.75 litros",,1.69,2.25,750,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6A838FB411485BFBCD754FF0B8A5EA6.jpg,,,1000 Artigos,17,10,,,,
52320,4005900996886,50.0,Nivea Sun,Creme de Rosto Protetor FP50,Embalagem de 50ml,9.89,197.8,50,L,€/L,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC246503D84651D6FD8BAEEB78C78EA3.jpg,,,,17,10,,,,
52327,8720181385087,,Skip,Detergente Máquina Roupa Líquido Roupa Escura,56 Doses,9.99,9.99,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0D1F9F4573871E5DC8853A835283320.jpg,,,1000 Artigos,17,10,,,,
52336,8720181392948,,Comfort,Amaciador Roupa Concentrado Creations Leite de Coco e Óleo de Argão,76 Doses,3.99,3.99,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B5AB3913DE6B52169BC469E25747FB10.jpg,,,1000 Artigos,17,10,,,,
52367,8428076006337,,Veet,Bandas Depilatórias Cera Fria Faciais Pele Normal,Embalagem de 16 unidades,5.94,5.94,0,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/340E5D25BCEE3B453E834B0431FB5226.jpg,,,,17,10,,,,
52373,8720181384929,,Skip,Detergente Máquina Roupa Líquido Sensitive,76 Doses,11.99,11.99,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61929A1D7DD3255CD6C78DACDFB51F9A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08584FC3B52052055861732D08983BEF.jpg,,1000 Artigos,17,10,,,,
52546,6920354835667,75.0,Colgate,Pasta de Dentes Total Carvão,Embalagem de 75ml,2.99,39.87,75,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/773CE281CCD94B7BF8E632F060BC89FF.jpg,,,,17,10,,,,
52548,8718951490765,,Colgate,"Escova de Dentes Total Média, 2 unidades",,2.59,2.59,0,,€/Unidade,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/549AA72547A5183CE74A4C732B54EA68.jpg,,,,17,10,,,,
52555,8428076000557,,Durex,"Preservativos Extra Seguro, 12 unidades",,5.94,5.94,0,,€/Unidade,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/979490A8820D15393EA50882E40926C9.jpg,,,,17,10,,,,
52636,8719200269026,400.0,Planta,"Creme Vegetal para Barrar, 400g",,2.79,6.98,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F2CFBA4FEEFEB61DCCAE1BF3D707E3AF.jpg,,,,17,10,,,,
52882,8719200267923,1000.0,Planta,"Creme Vegetal de Barrar com Sabor a Manteiga, 1 kg",,4.99,4.99,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA359583CDC4B85860A9620A14431005.jpg,,,,17,10,,,,
52896,8720181380716,,Skip,"Detergente Cápsulas Máquina de Roupa Sensitive, 40 doses",,10.99,10.99,40,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA591D23EC9054B7221A5C30B763EC5B.jpg,,,1000 Artigos,17,10,,,,
52915,8720181202469,150.0,Dove,"Desodorizante Spray Maracujá 48h, 150 ml",,2.99,19.93,150,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50D58AAAE2626C7D4631EF928211CCD6.jpg,,,,17,10,,,,
52922,8720181297571,150.0,Axe,"Desodorizante Spray Acqua Bergamot, 150 ml",,4.79,31.93,150,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3DB05D9E74793E64A0B2E418B1CA9BE2.jpg,,,,17,10,,,,
52935,5603722522628,200.0,Matinal,"Manteiga Magra Sem Lactose, 200g",,1.89,9.45,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A7DC81F20D438007A5500C63648E75B.jpg,,,Produtos Bio,17,10,,,,
52937,8410104914103,,Finish,"Detergente Loiça Máquina Ultimate Limão, 44 unidades",,10.99,10.99,44,,€/Unidade,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/362A0E4E8C3D4E0B10CFC0DA1DA75F34.jpg,,,,17,10,,,,
52957,5449000273666,1000.0,Coca-Cola,Refrigerante Lima C/ Gás Zero,Garrafa de 1 l,1.25,1.25,1000,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EDDFFF905A664833A2724EDFA3DF928.jpg,,,,17,10,,,,
53065,5601050037869,620.0,Danone,"Bifidus Líquido Activia Cereais 000%, 4 x 155g",,1.99,3.21,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B131D80C948546BCBA16D94F59138000.jpg,,,,17,10,,,,
53066,5601050037845,620.0,Danone,"Bifidus Líquido Activia Aveia e Noz 000%, 4 x 155g",,1.99,3.21,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3E5261F5C2ADA6A9243957038878389.jpg,,,,17,10,,,,
53092,5202390028502,100.0,Violife,"Fatiado Sabor a Peru, 100g",,2.54,25.4,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9C611D261E13094F5141AACBA496CA37.jpg,,,,17,10,,,,
53213,4047008018367,132.0,Alsa,"Mousse Chocolate de Leite Light, 132g",,1.44,10.91,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A686C4B6EDC34B74AD8EED7DCAC4B59.jpg,,,,17,10,,,,
53235,8711327578517,330.0,Magnum,"Mini Gelados Double Caramelo, 6 x 55ml",,6.65,20.15,330,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5D7D503499A51157A2748A5C2410941.jpg,,,Tipo de stockagem,17,10,,,,
53239,8720181384271,2340.0,Skip,"Detergente Líquido Máquina de Roupa Active Clean, 52 Doses",,10.99,4.7,2340,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0785C7CA2091A08EA4BD781B8287B51.jpg,,,1000 Artigos,17,10,,,,
53298,5601217137340,,Quanto,"Amaciador Concentrado Elixir Lirios Azuis, 63 doses",,4.49,4.49,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/04A75B6D2F080DBEA2B17AF9A038F6C7.jpg,,,1000 Artigos,17,10,,,,
53354,3600542510325,340.0,Garnier,"Máscara Carvão, 340ml",,4.74,13.94,340,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8B45AB381AEB98A4CEF746E6FDE3B34.jpg,,,,17,10,,,,
53651,4006000013664,30.0,Nivea,Sérum Facial Cellular Luminous 630º Anti-idade e Antimanchas,Embalagem de 30ml,19.49,649.67,30,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90E49908CB375CEA00D7B59DBD6EC405.jpg,,,,17,10,,,,
53652,4006000029986,150.0,Nivea Men,Desodorizante Spray Homem Black & White Maximum Protection,Embalagem de 150ml,3.09,20.6,150,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/100C18A4FA1CA53FEB0E2C78262A21BD.jpg,,,,17,10,,,,
5369,5601237000945,750.0,Quinta do Carmo,Vinho branco região alentejano,Garrafa de 750 ml,8.99,11.99,750,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/241F84FFECBAF6211395B97C7ACA36E2.jpg,,,,17,10,,,,
53744,8435495830139,2800.0,A+,Detergente Máquina Roupa Líquido Ocean Dream,Embalagem de 56 Doses,8.99,3.21,2800,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F57E9067537B5C82CAD097A444D93BE.jpg,,,1000 Artigos,17,10,,,,
53779,8718951561922,300.0,Palmolive,Sabonete Líquido Sensitive Aloé Vera,Embalagem de 300ml,2.29,7.63,300,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2992C8651969A7C20B61D30F41172BA2.jpg,,,,17,10,,,,
53868,8711295038884,,*,"Pistola de Água Espuma, 44 cm",,2.19,2.19,0,,€/Unidade,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4F5349690822C20C21FD26033B87B492.jpg,,,,17,10,,,,
5471,5601385502575,75.0,Sensodyne,"Pasta dentífrica, pro-esmalte",Embalagem de 75 ml,3.94,52.53,75,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60069AE851DC89AE2DCA4F4FE3F830CC.jpg,,,,17,10,,,,
6055,5608516251104,280.0,Quinta de Jugais,Doce de tomate,Embalagem de 280g,2.39,8.54,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CC0B1395C3DAAE4F0033A505BCD70E0C.jpg,,,,17,10,,,,
6556,8411300565052,,Excellence,"Coloração permanente, louro escuro nº6",1 unidade,9.49,9.49,0,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/046670657520E90973C411B21F396F6F.jpg,,,,17,10,,,,
6561,8411300565120,,Excellence,"Coloração permanente, louro natural, nº8.1",1 unidade,9.49,9.49,0,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1940E9A7D591433F63C907B00C0AB069.jpg,,,,17,10,,,,
6564,8411300657009,50.0,L'oreal,Creme anti-rugas de dia revitalift,Embalagem de 50 ml,10.49,209.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/68D18059EDD51719125049C57C7D905E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1E9474AE6B93EE51B8B2F38628F451C.jpg,,,17,10,,,,
6880,8717163476789,150.0,Dove,Creme intensivo,Embalagem de 150 ml,2.59,17.27,150,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EBA6EFCD76882CD75B83748851FA1090.jpg,,,,17,10,,,,
6918,8722700160809,80.0,Knorr,Caldo p/ bifes 8 cubos,Embalagem de 80g,1.49,18.63,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8899B0E110F0BD5E5915A686C9DC00D.jpg,,,,17,10,,,,
742,8006540348925,250.0,Pantene,Laca Fixação Flexível,Embalagem de 250 ml,3.99,15.96,250,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73B5C91C3C3278D6DBDCC4E421A05C5A.jpg,,,,17,10,,,,
7653,4005808408306,200.0,Nivea Sun,Protetor Solar Hidratante FPS50+,Embalagem de 200 ml,11.09,55.45,200,L,€/L,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3271C607B6277ECDAA0C013662A2C48D.jpg,,,,17,11,,,,
7665,4005808479672,200.0,Nivea Sun,Loção Hidratante para Depois do Sol,Embalagem de 200 ml,7.19,35.95,200,L,€/L,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3BB63D862CF0C67151906C0FDD26EABE.jpg,,,,17,11,,,,
7692,4005808751174,200.0,Nivea Sun,Spray protect&bronze f30,Embalagem de 200 ml,11.99,59.95,200,L,€/L,2024-08-07T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/711F44F573994E69781D318E43DB1C6E.jpg,,,,17,11,,,,
8915,5601356013925,750.0,Porta da Ravessa,Vinho doc alentejo reseva branco,Garrafa de 0.75 l,2.99,3.99,750,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11D5FD31BE53576219787F9D101E8F85.jpg,,,1000 Artigos,17,11,,,,
8929,5601377319082,750.0,Monsaraz,Vinho doc alentejo branco,"Garrafa de 0,75 l",3.19,4.25,750,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/57A61372BA394565717B5AEFA7626E3C.jpg,,,1000 Artigos,17,11,,,,
10213,3600524074685,200.0,Elvive,Champô Regenerador Paris Elseve Bond Repair,200 ml,4.99,24.95,200,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C610A34049EDAE997104E83634B44603.jpg,,,,17,11,,,,
10225,8410436170734,,Palette,Coloração Permanente Preto |1.0,,3.89,3.89,0,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3D320481C3E167112FB4631E709E7762.jpg,,,,17,11,,,,
10361,8411300042881,50.0,L'oreal,"Creme de noite, age perfect",Embalagem de 50 ml,11.19,223.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5CC6B1E3E9710C8278CCE3385A1F3E2.jpg,,,,17,11,,,,
10394,8411300565021,,Excellence,"Coloração permanente, preto natural, nº3",1 unidade,9.49,9.49,0,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AE4B048E3BBB64A5FDE33709033D254.jpg,,,,17,11,,,,
10398,8411300746000,75.0,Elnett,Laca fixação forte,Embalagem de 75 ml,2.99,39.87,75,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE44F5869701F93F8EEDC33F3EAA0D7C.jpg,,,,17,11,,,,
11171,4005808754458,400.0,Nivea,Leite corporal,Embalagem de 400 ml,5.24,13.1,400,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/697595E5AC19F48A0CC33974E2DAC370.jpg,,,,17,11,,,,
11674,5601237000938,750.0,Quinta do Carmo,Vinho regional alentejano tinto,Garrafa de 0.75 l,14.59,19.45,750,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1A496D9404EFE3D7BC76EF42C45D3726.jpg,,,,17,11,,,,
12167,5604575000479,750.0,Cabriz,"Vinho tinto doc dão, reserva",Garrafa de 0.75 l,7.49,9.99,750,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D6C8E59B87413FE401C3DBF6E29AB601.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2D75042644D8495A644CEF5CF7FB739.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2D75042644D8495A644CEF5CF7FB739.jpg,,17,11,,,,
12299,8003520013064,300.0,Palmolive,"Sabonete líquido de leite de amêndoas, recarga",Embalagem de 300 ml,1.79,5.97,300,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ED68E7292F21397C9D136148FEDB88B8.jpg,,,,17,11,,,,
12391,8410436183338,75.0,Gliss,Elixir oil,Embalagem de 75 ml,5.99,79.87,75,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/099A071CBB18C995CB02ADE470EFFCD5.jpg,,,,17,11,,,,
12589,3250391548675,250.0,Labell,Loção tónica para pele seca,Embalagem de 250 ml,1.39,5.56,250,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF6467DBE9ABCF12764D5104706A8CF6.jpg,,,,17,11,,,,
12765,3574660571783,500.0,Listerine,Elixir bocal para crianças,Embalagem de 500 ml,4.19,8.38,500,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9879612C2408C6F73A34652EDBBF2A01.jpg,,,1000 Artigos,17,11,,,,
12797,3600521329900,75.0,Studio Line,"Cera cabelo, indestructible",Embalagem de 75 ml,4.49,59.87,75,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/578774A946ED78330A1DDB88DFA0E10C.jpg,,,,17,11,,,,
12822,3600522248958,50.0,L'oreal,"Creme de rosto de dia revitalift, laser, 50 ml",,19.49,389.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8501F6BDFA1B492EA52C26AF8DD31AF6.jpg,,,,17,11,,,,
12823,3600522249559,30.0,L'oreal,"Serum de rosto revital laser, 30 ml",,19.49,649.67,30,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C5CFDB2FE2449C80CFD0A3B579777761.jpg,,,,17,11,,,,
12832,3600522417101,50.0,L'oreal,"Creme anti-rugas revitalizante fps30, dia",Embalagem de 50 ml,11.89,237.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F3D6DD8A0442A44ED3F56B9CB098A50.jpg,,,,17,11,,,,
12849,3600540710611,150.0,Garnier,"Gel pure 3 em 1 , 150 ml",,5.19,34.6,150,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD5F41B0C4E48FC2258ADD976910A19D.jpg,,,,17,11,,,,
12859,3600541043176,,Nutrisse,"Coloração permanente, castanho tiramissu nº4.15",1 unidade,6.14,6.14,0,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3DD39849E806A8E12336B08F658CBD79.jpg,,,,17,11,,,,
13136,2893117000000,2000.0,Peixaria,Garoupa Legítima Pequena,1 un= 2 kg (aprox.),29.98,14.99,0,,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/129E0A0F960C6AA8C3FB58671CC9747D.jpg,,,,17,11,,,,
14250,5601036205596,,Excellence,Colaração Permanete Castanho Claro Dourado 5.3,1 unidade,9.49,9.49,0,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E776E03B14AA4B542BF2A9571B5B02F4.jpg,,,,17,11,,,,
1448,5601283141517,500.0,Penha,Caramelos de fruta,Embalagem de 500 g,4.34,8.68,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A5AF3CC2BF0F5E8BAD3F62F3C632C7D.jpg,,,,17,11,,,,
1450,5601283230501,250.0,Sweet Flavours,"Rebuçados de mentol, 250 g",,1.74,6.96,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21D2F79A732DACE6D5AD515D3FD1044F.jpg,,,,17,11,,,,
15449,5010029220629,500.0,Weetabix,Oatibix aveia,Embalagem de 500g,1.79,3.58,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7120171D3088BE164302AEA002A14634.jpg,,,,17,11,,,,
15462,8410436165495,200.0,Gliss,Condicionador Ultimate Color,Embalagem de 200 ml,2.49,12.45,200,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF2979B3BEBCAEF7F06410F9DA1FEE9D.jpg,,,,17,11,,,,
