identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,images_3,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,nro_paginas,page,pictogrammes_0,images_4,images_5
36658,5601217132680,500.0,Cillitbang,"Spray tira gorduras, garrafa de 500 ml",,2.49,4.98,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7660AADAF7761EC831B6178C67240B97.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,7,,,
38070,5600258008435,750.0,Abelharuco,Vinho Regional Alentejano Tinto,Garrafa de 0.75 l,2.79,3.72,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E7908CF88FC4DEF6AF1D4DC6F1080A9.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,7,,,
38340,5054563049018,75.0,Parodontax,Dentífrico cuidado branqueador,Embalagem de 75 ml,4.79,63.87,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/95DBC5080ED69B006349E0661E3A5219.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,,
40516,5604260286478,2000.0,PorSi,Ração seca cocktail para gato adulto,Embalagem de 2 kg,3.99,2.0,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A2BE3F2215A113791B062F6D92F0D4F.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,7,,,
40595,5603722519444,480.0,Mimosa,"Iogurte fruta batida pera, 480g",,1.69,3.52,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/481E71F4D7E7516D4A0B60F3DA82257A.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,,
41302,5601050036558,440.0,Danone,"Iogurte oikos natural açucarado,  4 x 110g",,2.49,5.66,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/37C118CA3F2185A0C3815DF236ECC625.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,7,,,
415,8718114840291,90.0,Knorr,Sopa de tomate,Embalagem de 90g,1.6,17.78,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/242C36A57E5B35CE57DC33C8EF848B24.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,,
41819,5601082047737,,Delta Q,Café XL Deqafeinatus intensidade 1,40 cápsulas,14.99,14.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/705993EC4BA1EBFC96981215A35D276B.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,7,,,
41842,8001841542867,,Swiffer,"Recarga Panos Húmidos, 12 unidades",,3.59,3.59,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/797CEC9BB93248D17392B72DE5D08112.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,,
42517,8001841677156,,Dodot,Fralda cueca T4 | 9 a 15 kg,Embalagem com 33 unidades,7.98,7.98,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6BEB271390CFEC9C363E9C5637D6BA8D.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,7,,,
4310,3600540362384,400.0,Garnier,"Champô de camomila, 400 ml",,3.59,8.98,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3682EA1516F924548CF0016D3C028605.jpg,,,,1000 Artigos,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,,
44569,7702018553754,,Gillette,Máquina depilação descartável Simply Venus 2,3 Unid. + 1 Grátis,1.59,1.59,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/082574BA8EB4991358CD288799B29084.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,,
4574,4009175139559,50.0,Búfalo,Autobrilhante Branco,Embalagem de 50 ml,1.89,37.8,50,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E66E89B3A613388C0A84BBA7056B09E1.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,,
45764,5604260316915,330.0,PorSi,"Ice tea de pêssego, lata de 330 ml",,0.49,1.48,330,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D63908E838BEC4F74A2B7F343ACE21A6.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,,
45765,5604260316939,330.0,PorSi,Ice tea de manga,Lata de 330 ml,0.49,1.48,330,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D65978EB14DB663CF25A2BD17A173D29.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,,
46185,5601050037203,440.0,Danone,"Iogurte Oikos Coco,  4 x 110 g",,1.99,4.52,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA3428D73096A6BA9FDEF5396D1EA05E.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,7,,,
46331,5054563101969,75.0,Sensodyne,Dentífrico gengivas,Embalagem de 75 ml,3.19,42.53,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6DBFB1FCEF2A5F0F2CD9C79123864DD8.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,7,,,
46806,8410500027025,600.0,Actimel Danone,"Actimel Laranja, 6 x 100 g",,2.89,4.82,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/43001DDF2FF65EA0002497B3CF082B18.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
47080,8720182148650,53.0,Knorr,Sopa de agrião,Embalagem de 53g,1.6,30.19,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D079BBA3ADFD9CC577FC628EA91483E.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
48206,5000204221039,,Raid,Ganchos Perfumados Lavanda,Embalagem de 2 unidades,2.29,2.29,2,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/00A596E6EAE5420269A06DBA709B50D2.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
48279,5054563108203,,Polident,Pastilhas de Limpeza Aparelho Dentário,Embalagem com 30 unidades ,4.39,4.39,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0FB9D80F4A25AFA9B454CEB4BA68ED5F.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
483,3033710046645,400.0,Nestlé,Fruta para bebé maçã manga +6 meses,Embalagem de 4 x 100 g,2.44,6.1,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8AD438F18F11DF979185478037DDFD24.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
4935,5413149049550,,Swiffer,"Panos agarra pó, 20 recargas, 20 unidades",,3.59,3.59,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/175F83E11D9B5936AD6A6554D1BAEAE4.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
49618,5601146100903,2500.0,Sagres,Cerveja Mini Preta,pack de 10 x 25 cl,5.59,2.24,2500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA79925AF52D6A12BEA4BD887BEC3622.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
49725,5010867204928,750.0,Altano,Vinho Branco do Douro,Garrafa de 750 ml,3.99,5.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D52D08361D780B30787F537D848FFE06.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
50520,8001841811888,75.0,Oral B,Pasta de Dentes Pro-Expert Frescura Saudável,Embalagem de 75 ml,2.99,39.87,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/646285E351A01CF9ACC26486D4EEEF2D.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
51184,7322540671391,,Colhogar,"Papel Higiénico 3 Folhas Protect Rosa, 12 rolos",,5.96,5.96,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC1531C919142A4603972A46617C7C03.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B4B406F13A97F9AB0B8D30B52E4FD6E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB9378758C91DF5315C3626B83667064.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/961A5CD83FE2ECDDD9A0F020A5B4ADD1.jpg,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
51535,8410436441858,,Vernel,Amaciador Concentrado Delicado,70 doses,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8ECD583ED79AF08520CD76642589EEE1.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
51948,8719200253056,200.0,Planta,"Planteiga sem Sal Vegan, 200g",,1.49,7.45,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B07C8375772AE175A841170A028D654.jpg,,,,Produtos Bio,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
52017,5603697272252,320.0,Koala,"Leite de coco condensado com chocolate, 320g",,2.19,6.84,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6CB08B1AA90BA0FC1FA0736EFE5E68B7.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
52044,8445290674128,150.0,Nescafé,"Café Solúvel Gold Refill, 150g",,5.95,39.67,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11DCFD0D51DE18082202223890FB46B6.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
52186,4005900973726,150.0,Nivea,"Gel de Limpeza, 150 ml",,4.84,32.27,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/097BCAE5809DC1D7456867518320AC5D.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
52327,8720181385087,,Skip,Detergente Máquina Roupa Líquido Roupa Escura,56 Doses,9.99,9.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0D1F9F4573871E5DC8853A835283320.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
52328,8720181385100,,Skip,Detergente Máquina Roupa Líquido Baby,56 Doses,9.99,9.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/825352D7869A319C8A3A885BD4932367.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
52373,8720181384929,,Skip,Detergente Máquina Roupa Líquido Sensitive,76 Doses,11.99,11.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61929A1D7DD3255CD6C78DACDFB51F9A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08584FC3B52052055861732D08983BEF.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
52527,5604260329656,750.0,Selecção de Enófilos,Vinho Branco Alentejo Antão-Vaz,Garrafa de 0.75 litros,2.99,3.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0E250910A437131CAA095AC58E610C45.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
52599,5601217137968,1710.0,Quanto,"Amaciador Roupa Concentrado Violetas do Bosque, 95 doses",,3.99,2.33,1710,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/158716B89DDA66C93B622A001C4C974A.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
52839,8720181380686,,Skip,"Detergente Roupa Máquina Cápsulas Skip Baby Embalagem Cartão, 32 doses",,8.99,8.99,32,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D5657D4263153C15B398271532DDB88.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
52937,8410104914103,,Finish,"Detergente Loiça Máquina Ultimate Limão, 44 unidades",,10.99,10.99,44,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/362A0E4E8C3D4E0B10CFC0DA1DA75F34.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
52942,8720181385070,2520.0,Skip,"Detergente Líquido Máquina de Roupa Cores, 56 Doses",,9.99,3.96,2520,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA89C34C561727E74F60C33922AB0C9D.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
52943,8720181392894,1332.0,Comfort,"Amaciador Concentrado Essência Sunfresh, 74 Doses",,3.49,2.62,1332,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B45CB47C484E122AFEE45709A63BE0A.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
53064,8410500028992,300.0,Yopro,"Iogurte Líquido Proteico de Mirtilo,  300g",,1.99,6.63,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/22B4F7E885B55F9E6D23FA8D95967ED7.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
53066,5601050037845,620.0,Danone,"Bifidus Líquido Activia Aveia e Noz 000%, 4 x 155g",,1.99,3.21,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3E5261F5C2ADA6A9243957038878389.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
53213,4047008018367,132.0,Alsa,"Mousse Chocolate de Leite Light, 132g",,1.44,10.91,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A686C4B6EDC34B74AD8EED7DCAC4B59.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
53672,5054563155535,75.0,Parodontax,"Pasta de Dentes Gengivas, Sensibilidade, Hálito e Branqueadora",Embalagem de 75ml,5.19,69.2,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAEAE99690570043B426021DC5A4A0BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45919E21211034CFC9DCF75D551CD73E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45919E21211034CFC9DCF75D551CD73E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45919E21211034CFC9DCF75D551CD73E.jpg,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
5471,5601385502575,75.0,Sensodyne,"Pasta dentífrica, pro-esmalte",Embalagem de 75 ml,3.94,52.53,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60069AE851DC89AE2DCA4F4FE3F830CC.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
5893,5604260227341,750.0,Selecção de Enófilos,Vinho verde tinto,Garrafa de 0.75 l,2.29,3.05,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1E059862BEFC90182B00F6A6700C6BD.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
6058,5608527000517,750.0,Dom Campos,Dom campos tinto vrp setúbal,Garrafa 0.75L,1.99,2.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/170C2455F837E55495A8EB5DCCE04502.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
7188,3014260020118,,Oral B,Escova de dentes complete 5 benefícios,,1.64,1.64,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5E38E514F24D153CF9FFD1A7BE14CBDB.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
7295,3147690089704,750.0,Cruz,Vinho do porto tawny,"Garrafa de 0,75 l",5.49,7.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/15A76339A08A1C7F2E2FA8AD2BB8E4BE.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
8508,5601110113205,750.0,Cabeça de Toiro,Vinho DOC Tejo Tinto Reserva,Garrafa de 0.75 l,5.49,7.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EADE66D1097A14209B44751A85B7C009.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
8795,5601237241225,750.0,JP,Vinho regional península de setúbal tinto,Garrafa de 0.75 l,2.24,2.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/679C2476166E0ECB3B88E8B52FB86208.jpg,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
8912,5601356013161,750.0,Porta da Ravessa,Vinho doc alentejo branco,Garrafa de 750 ml,1.99,2.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C22D11D5D89DC0063C888DCFA29E68AE.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
8915,5601356013925,750.0,Porta da Ravessa,Vinho doc alentejo reseva branco,Garrafa de 0.75 l,2.99,3.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11D5FD31BE53576219787F9D101E8F85.jpg,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
8929,5601377319082,750.0,Monsaraz,Vinho doc alentejo branco,"Garrafa de 0,75 l",2.89,3.85,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/57A61372BA394565717B5AEFA7626E3C.jpg,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
8942,5601385501592,,Sensodyne,Fita dental,1 unidade,2.84,2.84,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/031017C980F3FE714EDAA8B7AEB1254D.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
9011,5601531101102,750.0,Deu-la-deu,Vinho Verde Alvarinho Branco,Garrafa de 0.75 l,5.89,7.85,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A59DDCB43A3BD6CCA2CD4215292E0BC5.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
9141,5602068000081,750.0,Murganheira,Espumante doce reserva,Garrafa de 750 ml,10.99,14.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/04A0D24E8E481E5B508A2858B70C0E87.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
999,5601038101001,250.0,Maizena,Base para molho express,Embalagem de 250g,2.09,8.36,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F22C9158930D65B4FBF9484059A48D90.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
10225,8410436170734,,Palette,Coloração Permanente Preto |1.0,,3.89,3.89,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3D320481C3E167112FB4631E709E7762.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
10229,8410436171014,,Palette,Coloração Permanente Louro Escuro |6,,3.89,3.89,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7FC818F9C38775A51FAF7DC630A628FB.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
11787,5601766300011,750.0,Alorna,Vinho branco tejo,Garrafa de 750 ml,3.29,4.39,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E3BEF45F873DCFF6CEDE46DC9CF2C97.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
11811,5601954000709,750.0,Miranda,Vinho verde branco,"Garrafa de 0,75 l",2.39,3.19,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB65A678A00D2C85CD9AA69983F93D9F.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
11868,5602235210114,750.0,Quinta do Cotto,Vinho tinto doc douro,Garrafa de 750 ml,6.59,8.79,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A35406BB835CFF8F4FD8C4E5A0C4273A.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
11940,5603488000033,750.0,Santar,Vinho doc dão tinto,Garrafa de 0.75 l,5.99,7.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/419CDD9D3A2CFACABFCD558342C2A64E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A563D647C4A54F5ADF522EE09342D9C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A563D647C4A54F5ADF522EE09342D9C.jpg,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
11989,5604067029100,750.0,Torre de Menagem,Vinho verde branco,"Garrafa de 0,75 l",3.69,4.92,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D1E463F24F79B6C0A0A88422196095E.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
12104,5604260266487,750.0,Selecção de Enófilos,"Vinho doc loureiro, verde",Garrafa de 0.75 l,1.99,2.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/19A857732D592B058A0DF61CCCEC7A0D.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
12213,5608527000593,750.0,Dom Campos,Vinho Tinto Regional Península de Setúbal,Garrafa de 0.75 l,2.99,3.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1A255C817780D1D2A5433549CCF19D64.jpg,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
12544,8715035130104,150.0,Kikkoman,Molho de soja c/ dispensador redução sal,150 ml,2.75,18.33,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3185F14E80F87DB6984D42F685CB1500.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
1417,5601252106714,750.0,Gallo,Azeite virgem extra reserva,Garrafa de 750 ml,8.99,11.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/149BABDAB6F17E1F0D1FAF4FB1E94478.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
14302,5000116109104,500.0,Iglo,Ervilhas primavera 500g,Embalagem de 500g,2.98,5.96,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/968C198CD23F58D9939A7A873B40369E.jpg,,,,Tipo de stockagem,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
14721,8008698007389,300.0,Schar,Pão forma cereais sem glúten,Embalagem de 300g,3.34,11.13,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/25D9D55C4D35E8530A9694643DEAE008.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
15463,8410436165648,200.0,Gliss,Spray Condicionador Express Oil Nutrition,Embalagem de 200ml,3.99,19.95,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E82162E68CB35BD87DFD98C6B523EDBF.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
15964,5601252110803,250.0,Gallo,Vinagre balsâmico branco,Garrafa de 250 ml,1.99,7.96,250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A47350A404BC4DE8B5D510984F83F3CB.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
16066,7509546064864,75.0,Colgate,Pasta de dentes max white expert white,Embalagem de 75 ml,3.84,51.2,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EA2A285777A75857921065AAC674A4A.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
16283,4005900100962,,Nivea,Demaquilhante Dupla Ação,1 embalagem de 125g,3.74,3.74,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1357091F139443F547C90D6EF3ECDE9D.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
16609,8712561846530,700.0,Cif,Creme abrasivo pink flowers,Garrafa de 700 ml,2.69,3.84,700,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A66D04919D9B1C876B416F694E7A635A.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
16610,8712561521703,700.0,Cif,Creme abrasivo ativo c/ lixívia,Garrafa de 700 ml,2.69,3.84,700,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2206B9857AF8896496613F9E593DEB99.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
1699,5603697270210,400.0,Koala,Leite de coco,Garrafa de 400 ml,1.69,4.23,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/325C601900249BCE70F76383F10EF544.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
17086,4009175131379,75.0,Búfalo,"Lata de Brilho Castanho, 75 ml",,2.29,30.53,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/656814B2B5EA6504671F03862C688C75.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,8,,,
